CP	Nom	Population	Categorie
69580	Sathonay-Camp	4241	3
69580	Sathonay-Village	2208	3
69590	Saint-Symphorien-sur-Coise	3493	3
69590	Larajasse	1821	3
69590	Pomeys	1033	3
69590	Coise	741	3
69590	La Chapelle-sur-Coise	543	3
69600	Oullins	25257	2
69610	Haute-Rivoire	1391	3
69610	Sainte-Foy-l'Argentière	1283	3
69610	Aveize	1121	3
69610	Saint-Genis-l'Argentière	1045	3
69610	Meys	758	3
69610	Souzy	735	3
69620	Le Bois-d'Oingt	2261	3
69620	Theizé	1078	3
69620	Létra	954	3
69620	Saint-Laurent-d'Oingt	817	3
69620	Frontenas	816	3
69620	Ternand	727	3
69620	Chamelet	663	3
69620	Légny	643	3
69620	Oingt	626	3
69630	Chaponost	7971	3
69640	Denicé	1348	3
69640	Lacenas	885	3
69640	Ville-sur-Jarnioux	796	3
69640	Jarnioux	614	3
69640	Rivolet	566	3
69650	Quincieux	3110	3
69650	Saint-Germain-au-Mont-d'Or	2761	3
69660	Collonges-au-Mont-d'Or	3802	3
69670	Vaugneray	4915	3
69680	Chassieu	9735	3
69690	Bessenay	2255	3
69690	Brussieu	1210	3
69690	Courzieu	1139	3
69690	Brullioles	782	3
69690	Saint-Julien-sur-Bibost	545	3
69690	Bibost	515	3
69700	Givors	19718	2
69700	Montagny	2588	3
69700	Saint-Andéol-le-Château	1609	3
69700	Échalas	1581	3
69700	Chassagny	1256	3
69700	Saint-Jean-de-Touslas	832	3
69700	Saint-Romain-en-Gier	519	3
69720	Saint-Bonnet-de-Mure	6724	3
69720	Saint-Laurent-de-Mure	5297	3
69740	Genas	12321	2
69760	Limonest	3312	3
69770	Montrottier	1334	3
69770	Villechenève	857	3
69770	Chambost-Longessaigne	856	3
69770	Longessaigne	599	3
69780	Mions	11943	2
69780	Saint-Pierre-de-Chandieu	4563	3
69780	Toussieu	2422	3
69790	Saint-Igny-de-Vers	599	3
69800	Saint-Priest	42535	2
69820	Fleurie	1253	3
69830	Saint-Georges-de-Reneins	4265	3
69840	Juliénas	850	3
69840	Chénas	539	3
69850	Saint-Martin-en-Haut	3848	3
69850	Duerne	774	3
69860	Monsols	967	3
69870	Grandris	1190	3
69870	Lamure-sur-Azergues	1042	3
69870	Chambost-Allières	787	3
69870	Saint-Just-d'Avray	762	3
69870	Saint-Nizier-d'Azergues	706	3
69870	Claveisolles	632	3
69890	La Tour-de-Salvagny	3779	3
69910	Villié-Morgon	1978	3
69930	Saint-Laurent-de-Chamousset	1895	3
69930	Saint-Clément-les-Places	610	3
69960	Corbas	10621	2
69970	Chaponnay	3753	3
70000	Vesoul	15623	2
70000	Échenoz-la-Méline	3097	3
70000	Vaivre-et-Montoille	2267	3
70000	Noidans-lès-Vesoul	2059	3
70000	Navenne	1740	3
70000	Pusey	1541	3
70000	Frotey-lès-Vesoul	1378	3
70000	Montigny-lès-Vesoul	661	3
70000	Mailley-et-Chazelot	618	3
70000	Pusy-et-Épenoux	546	3
70000	Colombe-lès-Vesoul	502	3
70100	Gray	5876	3
70100	Gray-la-Ville	980	3
70100	Chargey-lès-Gray	743	3
70100	Rigny	608	3
70100	Nantilly	531	3
70110	Villersexel	1460	3
70110	Esprels	705	3
70120	Combeaufontaine	550	3
70130	Noidans-le-Ferroux	616	3
70130	Fresne-Saint-Mamès	513	3
70140	Pesmes	1114	3
70140	Valay	686	3
70150	Marnay	1386	3
70150	Étuz	670	3
70160	Faverney	949	3
70160	Breurey-lès-Faverney	579	3
70170	Port-sur-Saône	3002	3
70170	Bougnon	510	3
70180	Dampierre-sur-Salon	1314	3
70190	Rioz	1926	3
70190	Boulot	631	3
70190	Boult	544	3
70200	Lure	8406	3
70200	Roye	1368	3
70200	Magny-Vernois	1337	3
70200	Vy-lès-Lure	681	3
70200	Frotey-lès-Lure	652	3
70200	Moffans-et-Vacheresse	626	3
70200	La Côte	524	3
70210	Vauvillers	670	3
70210	Passavant-la-Rochère	668	3
70230	Dampierre-sur-Linotte	775	3
70230	Montbozon	552	3
70250	Ronchamp	2938	3
70270	Mélisey	1669	3
70270	Fresse	733	3
70280	Raddon-et-Chapendu	945	3
70290	Plancher-Bas	1951	3
70290	Plancher-les-Mines	1065	3
70300	Luxeuil-les-Bains	7126	3
70300	Froideconche	1988	3
70300	Citers	842	3
70300	Breuches	730	3
70300	Baudoncourt	542	3
70300	Esboz-Brest	504	3
70310	Faucogney-et-la-Mer	583	3
70320	Aillevillers-et-Lyaumont	1682	3
70320	Corbenay	1328	3
70360	Scey-sur-Saône-et-Saint-Albin	1644	3
70400	Héricourt	10239	2
70400	Châlonvillars	1249	3
70400	Champey	864	3
70400	Saulnot	815	3
70400	Couthenans	773	3
70400	Luze	740	3
70400	Chenebier	728	3
70400	Chagey	667	3
70400	Brevilliers	631	3
70440	Servance	832	3
70500	Jussey	1753	3
70500	Corre	589	3
70700	Gy	1053	3
70700	Bucey-lès-Gy	642	3
70800	Saint-Loup-sur-Semouse	3353	3
70800	Fontaine-lès-Luxeuil	1442	3
71000	Sancé	1886	3
71000	Varennes-lès-Mâcon	555	3
71100	Sevrey	1406	3
71100	La Charmée	692	3
71110	Semur-en-Brionnais	624	3
71110	Chambilly	506	3
71118	Saint-Martin-Belle-Roche	1314	3
71120	Charolles	2781	3
71120	Vendenesse-lès-Charolles	782	3
71130	Gueugnon	7386	3
71130	Neuvy-Grandchamp	778	3
71130	Vendenesse-sur-Arroux	593	3
71130	Uxeau	530	3
71140	Bourbon-Lancy	5241	3
71140	Chalmoux	695	3
71140	Cronat	566	3
71150	Fontaines	2006	3
71150	Demigny	1769	3
71150	Farges-lès-Chalon	715	3
71150	Cheilly-lès-Maranges	510	3
71160	Digoin	8146	3
71160	La Motte-Saint-Jean	1193	3
71160	Rigny-sur-Arroux	676	3
71170	Chauffailles	3868	3
71170	Saint-Igny-de-Roche	736	3
71170	Chassigny-sous-Dun	600	3
71190	Étang-sur-Arroux	1965	3
71190	Mesvres	780	3
71190	Broye	779	3
71190	Laizy	627	3
71200	Le Creusot	22620	2
71200	Saint-Sernin-du-Bois	1826	3
71210	Montchanin	5388	3
71210	Écuisses	1663	3
71210	Saint-Eusèbe	1108	3
71210	Saint-Laurent-d'Andenay	1070	3
71220	Saint-Bonnet-de-Joux	785	3
71220	La Guiche	609	3
71230	Pouilloux	1024	3
71240	Sennecey-le-Grand	3120	3
71240	Varennes-le-Grand	2307	3
71240	Laives	994	3
71240	Nanton	612	3
71240	Gigny-sur-Saône	544	3
71240	Saint-Ambreuil	532	3
71250	Cluny	4689	3
71250	Salornay-sur-Guye	842	3
71260	Viré	1112	3
71260	Senozan	1101	3
71260	Clessé	830	3
71260	Montbellet	801	3
71260	Péronne	614	3
71260	Saint-Gengoux-de-Scissé	595	3
71260	La Salle	565	3
71260	Saint-Albain	534	3
71290	Cuisery	1652	3
71290	Simandre	1629	3
71290	L'Abergement-de-Cuisery	745	3
71290	Préty	577	3
71290	Rancy	553	3
71290	La Genête	550	3
71300	Montceau-les-Mines	19124	2
71300	Saint-Berain-sous-Sanvignes	1035	3
71310	Mervans	1465	3
71310	Serley	578	3
71320	Toulon-sur-Arroux	1619	3
71330	Saint-Germain-du-Bois	1928	3
71330	Simard	1157	3
71340	Iguerande	1007	3
71340	Fleury-la-Montagne	645	3
71350	Verdun-sur-le-Doubs	1144	3
71350	Ciel	775	3
71350	Bragny-sur-Saône	587	3
71360	Saint-Léger-du-Bois	554	3
71370	Ouroux-sur-Saône	3000	3
71370	Saint-Germain-du-Plain	2183	3
71370	Saint-Christophe-en-Bresse	1019	3
71370	Baudrières	902	3
71370	Saint-Étienne-en-Bresse	840	3
71380	Épervans	1587	3
71380	Oslon	1282	3
71380	Allériot	997	3
71380	Châtenoy-en-Bresse	991	3
71380	Lans	888	3
71390	Buxy	2184	3
71390	Saint-Désert	912	3
71390	Moroges	574	3
71400	Autun	14426	2
71400	Curgy	1096	3
71400	Antully	822	3
71400	Dracy-Saint-Loup	607	3
71400	Tavernay	505	3
71410	Sanvignes-les-Mines	4394	3
71420	Ciry-le-Noble	2364	3
71420	Perrecy-les-Forges	1731	3
71420	Génelard	1426	3
71430	Palinges	1540	3
71440	Montret	785	3
71440	Lessard-en-Bresse	539	3
71440	Saint-Vincent-en-Bresse	509	3
71450	Blanzy	6557	3
71460	Saint-Gengoux-le-National	1045	3
71460	Cormatin	556	3
71460	Joncy	534	3
71470	Montpont-en-Bresse	1117	3
71480	Cuiseaux	1812	3
71480	Varennes-Saint-Sauveur	1142	3
71480	Dommartin-lès-Cuiseaux	801	3
71480	Le Miroir	572	3
71500	Louhans	6551	3
71500	Saint-Usuge	1229	3
71500	Bruailles	940	3
71500	Bantanges	559	3
71500	La Chapelle-Naude	532	3
71510	Saint-Léger-sur-Dheune	1553	3
71510	Saint-Sernin-du-Plain	625	3
71510	Perreuil	525	3
71520	Matour	1060	3
71520	Tramayes	992	3
71520	Dompierre-les-Ormes	952	3
71530	Chalon-sur-Saône	44847	2
71530	Champforgeuil	2345	3
71530	Sassenay	1555	3
71530	Fragnes	997	3
71530	Lessard-le-National	599	3
71540	Igornay	522	3
71550	Anost	686	3
71570	La Chapelle-de-Guinchay	3829	3
71570	Romanèche-Thorins	1905	3
71570	Saint-Symphorien-d'Ancelles	1081	3
71570	Saint-Amour-Bellevue	559	3
71570	Chaintré	525	3
71580	Sagy	1223	3
71580	Savigny-en-Revermont	1172	3
71580	Frontenaud	754	3
71580	Saillenard	740	3
71580	Beaurepaire-en-Bresse	626	3
71590	Gergy	2575	3
71590	Verjux	523	3
71600	Paray-le-Monial	9094	3
71600	Vitry-en-Charollais	1132	3
71600	Saint-Yan	1129	3
71600	Volesvres	613	3
71610	Saint-Julien-de-Civry	504	3
71620	Saint-Martin-en-Bresse	1876	3
71620	Damerey	590	3
71620	Saint-Maurice-en-Rivière	561	3
71640	Dracy-le-Fort	1321	3
71640	Mellecey	1244	3
71670	Saint-Pierre-de-Varennes	828	3
71680	Crêches-sur-Saône	2897	3
71680	Vinzelles	730	3
71700	Tournus	5814	3
71700	Uchizy	816	3
71700	Lacrost	694	3
71700	Plottes	591	3
71710	Montcenis	2208	3
71710	Saint-Symphorien-de-Marmagne	858	3
71740	Tancon	576	3
71760	Issy-l'Évêque	805	3
71760	Grury	540	3
71800	La Clayette	1829	3
71800	Gibles	619	3
71800	Varennes-sous-Dun	578	3
71850	Charnay-lès-Mâcon	6835	3
71870	Mâcon	33730	2
71870	Hurigny	1932	3
71870	Laizé	1070	3
71880	Châtenoy-le-Royal	5991	3
71940	Messey-sur-Grosne	740	3
71960	Prissé	1824	3
71960	La Roche-Vineuse	1453	3
71960	Pierreclos	910	3
71960	Verzé	735	3
71960	Davayé	678	3
71960	Sologny	570	3
71960	Berzé-la-Ville	539	3
71990	La Grande-Verrière	532	3
72100	Le Mans	143240	1
72110	Bonnétable	3955	3
72110	Beaufay	1375	3
72110	Torcé-en-Vallée	1307	3
72110	Nogent-le-Bernard	918	3
72110	Saint-Célerin	800	3
72110	Courcemont	681	3
72120	Saint-Calais	3357	3
72120	Montaillé	586	3
72120	Conflans-sur-Anille	563	3
72130	Fresnay-sur-Sarthe	2138	3
72130	Gesnes-le-Gandelin	979	3
72130	Saint-Ouen-de-Mimbré	967	3
72130	Assé-le-Boisne	924	3
72130	Sougé-le-Ganelon	889	3
72130	Moulins-le-Carbonnel	723	3
72130	Saint-Aubin-de-Locquenay	705	3
72130	Saint-Germain-sur-Sarthe	558	3
72140	Sillé-le-Guillaume	2367	3
72140	Saint-Rémy-de-Sillé	785	3
72140	Rouez	778	3
72140	Parennes	557	3
72140	Crissé	552	3
72150	Le Grand-Lucé	2007	3
72150	Saint-Vincent-du-Lorouër	940	3
72150	Pruillé-l'Éguillé	794	3
72150	Villaines-sous-Lucé	673	3
72160	Connerré	2893	3
72160	Tuffé	1630	3
72160	Thorigné-sur-Dué	1622	3
72160	Duneau	1037	3
72160	La Chapelle-Saint-Rémy	900	3
72160	Sceaux-sur-Huisne	580	3
72160	Beillé	519	3
72170	Beaumont-sur-Sarthe	2127	3
72170	Vivoin	941	3
72170	Maresché	886	3
72170	Ségrie	620	3
72190	Coulaines	7558	3
72190	Neuville-sur-Sarthe	2388	3
72200	La Flèche	15108	2
72200	Clermont-Créans	1277	3
72200	Le Bailleul	1240	3
72200	Bazouges-sur-le-Loir	1218	3
72200	Crosmières	993	3
72200	Cré	796	3
72200	Mareil-sur-Loir	631	3
72210	La Suze-sur-Sarthe	4286	3
72210	Roézé-sur-Sarthe	2828	3
72210	Fillé	1520	3
72210	Louplande	1505	3
72210	Voivres-lès-le-Mans	1278	3
72210	Chemiré-le-Gaudin	940	3
72210	Souligné-Flacé	708	3
72220	Écommoy	4679	3
72220	Teloché	3020	3
72220	Laigné-en-Belin	2374	3
72220	Saint-Mars-d'Outillé	2285	3
72220	Saint-Gervais-en-Belin	2112	3
72220	Marigné-Laillé	1565	3
72220	Saint-Ouen-en-Belin	1348	3
72220	Saint-Biez-en-Belin	722	3
72230	Arnage	5131	3
72230	Mulsanne	4409	3
72230	Moncé-en-Belin	3420	3
72230	Ruaudin	3347	3
72230	Guécélard	2793	3
72240	Conlie	1858	3
72240	Tennie	1074	3
72240	Domfront-en-Champagne	986	3
72240	Mézières-sous-Lavardin	686	3
72240	Neuvillalais	580	3
72240	Cures	522	3
72250	Parigné-l'Évêque	4811	3
72250	Brette-les-Pins	2131	3
72250	Challes	1241	3
72260	Marolles-les-Braults	2147	3
72260	Courgains	598	3
72270	Malicorne-sur-Sarthe	1971	3
72270	Mézeray	1834	3
72270	Villaines-sous-Malicorne	1016	3
72290	Souligné-sous-Ballon	1150	3
72290	Saint-Mars-sous-Ballon	863	3
72290	Teillé	517	3
72300	Sablé-sur-Sarthe	12324	2
72300	Précigné	3106	3
72300	Parcé-sur-Sarthe	2109	3
72300	La Chapelle-d'Aligné	1564	3
72300	Auvers-le-Hamon	1524	3
72300	Juigné-sur-Sarthe	1193	3
72300	Courtillers	922	3
72300	Louailles	758	3
72300	Souvigné-sur-Sarthe	609	3
72300	Notre-Dame-du-Pé	604	3
72310	Bessé-sur-Braye	2301	3
72310	La Chapelle-Huon	545	3
72320	Vibraye	2613	3
72320	Lamnay	936	3
72320	Saint-Maixent	769	3
72330	Cérans-Foulletourte	3272	3
72330	Yvré-le-Pôlin	1844	3
72330	Oizé	1270	3
72330	Parigné-le-Pôlin	1074	3
72330	La Fontaine-Saint-Martin	620	3
72340	La Chartre-sur-le-Loir	1463	3
72340	Ruillé-sur-Loir	1170	3
72340	Marçon	1020	3
72340	Lhomme	883	3
72340	Chahaignes	764	3
72350	Brûlon	1540	3
72350	Saint-Denis-d'Orques	898	3
72350	Poillé-sur-Vègre	652	3
72360	Mayet	3194	3
72360	Verneil-le-Chétif	623	3
72370	Le Breil-sur-Mérize	1488	3
72370	Soulitré	672	3
72380	Sainte-Jamme-sur-Sarthe	2080	3
72380	Montbizot	1730	3
72380	Saint-Jean-d'Assé	1545	3
72380	Joué-l'Abbé	1269	3
72380	La Guierche	1074	3
72380	Sainte-Sabine-sur-Longève	707	3
72380	Souillé	696	3
72390	Dollon	1499	3
72390	Le Luart	1413	3
72390	Lavaré	848	3
72400	La Ferté-Bernard	9154	3
72400	Saint-Aubin-des-Coudrais	958	3
72400	Cormes	900	3
72400	La Chapelle-du-Bois	891	3
72400	Cherreau	881	3
72400	Avezé	751	3
72400	Préval	658	3
72400	Boëssé-le-Sec	629	3
72400	Villaines-la-Gonais	530	3
72430	Noyen-sur-Sarthe	2632	3
72430	Chantenay-Villedieu	886	3
72430	Saint-Jean-du-Bois	636	3
72430	Fercé-sur-Sarthe	624	3
72430	Avoise	549	3
72440	Bouloire	2052	3
72440	Volnay	858	3
72440	Saint-Michel-de-Chavaignes	801	3
72440	Coudrecieux	634	3
72440	Saint-Mars-de-Locquenay	541	3
72450	Lombron	1952	3
72460	Savigné-l'Évêque	4025	3
72460	Saint-Corneille	1183	3
72460	Sillé-le-Philippe	1092	3
72470	Champagné	3795	3
72470	Saint-Mars-la-Brière	2450	3
72470	Fatines	778	3
72500	Château-du-Loir	4732	3
72500	Vaas	1560	3
72500	Luceau	1285	3
72500	Dissay-sous-Courcillon	992	3
72500	Vouvray-sur-Loir	796	3
72500	Montabon	790	3
72500	Lavernat	637	3
72500	Jupilles	572	3
72510	Pontvallain	1706	3
72510	Mansigné	1587	3
72510	Requeil	1202	3
72510	Saint-Jean-de-la-Motte	885	3
72530	Yvré-l'Évêque	4336	3
72540	Loué	2162	3
72540	Vallon-sur-Gée	808	3
72540	Joué-en-Charnie	627	3
72550	Coulans-sur-Gée	1615	3
72550	Chaufour-Notre-Dame	1102	3
72550	La Quinte	822	3
72550	Degré	768	3
72550	Brains-sur-Gée	722	3
72590	Saint-Léonard-des-Bois	538	3
72590	Saint-Georges-le-Gaultier	526	3
72600	Mamers	5464	3
72600	Neufchâtel-en-Saosnois	987	3
72600	Saint-Rémy-des-Monts	678	3
72600	Saint-Longis	528	3
72610	Arçonnay	1843	3
72610	Saint-Paterne	1606	3
72610	Champfleur	1414	3
72610	Fyé	1019	3
72610	Ancinnes	917	3
72610	Oisseau-le-Petit	708	3
72610	Le Chevain	617	3
72650	La Milesse	2377	3
72650	La Chapelle-Saint-Aubin	2133	3
72650	Aigné	1561	3
72650	Trangé	1365	3
72670	La Fresnaye-sur-Chédouet	942	3
72700	Allonnes	11195	2
72700	Spay	2890	3
72700	Rouillon	2234	3
72700	Pruillé-le-Chétif	1245	3
72800	Le Lude	3999	3
72800	Aubigné-Racan	2132	3
72800	Luché-Pringé	1644	3
72800	Thorée-les-Pins	698	3
72800	Dissé-sous-le-Lude	577	3
72800	Coulongé	565	3
73000	Chambéry	58437	2
73000	Barberaz	4585	3
73000	Jacob-Bellecombette	3919	3
73000	Sonnaz	1559	3
73000	Montagnole	853	3
73100	Aix-les-Bains	28585	2
73100	Grésy-sur-Aix	4070	3
73100	Tresserve	3124	3
73100	Brison-Saint-Innocent	2164	3
73100	Mouxy	2149	3
73100	Pugny-Chatenod	975	3
73100	Trévignin	757	3
73100	Saint-Offenge-Dessous	672	3
73110	Arvillard	844	3
73120	Saint-Bon-Tarentaise	1981	3
73130	Saint-Étienne-de-Cuines	1197	3
73130	La Chambre	1158	3
73130	Saint-Avre	792	3
73130	Sainte-Marie-de-Cuines	791	3
73140	Saint-Michel-de-Maurienne	2681	3
73140	Saint-Martin-de-la-Porte	695	3
73150	Val-d'Isère	1602	3
73160	Cognin	5920	3
73160	Vimines	1808	3
73160	Saint-Thibaud-de-Couz	975	3
73160	Saint-Cassin	749	3
73170	Yenne	2960	3
73170	Saint-Jean-de-Chevelu	761	3
73190	Challes-les-Eaux	5100	3
73190	Saint-Baldoph	2939	3
73190	Saint-Jeoire-Prieuré	1120	3
73190	Curienne	663	3
73200	Albertville	18832	2
73200	Gilly-sur-Isère	2857	3
73200	Pallud	723	3
73200	Venthon	591	3
73210	Aime	3541	3
73210	Bellentre	932	3
73210	La Côte-d'Aime	861	3
73210	Landry	809	3
73210	Peisey-Nancroix	649	3
73220	Aiton	1759	3
73220	Aiguebelle	1142	3
73220	Argentine	916	3
73220	Randens	870	3
73220	Épierre	744	3
73230	Saint-Jean-d'Arvey	1480	3
73230	Les Déserts	814	3
73240	Saint-Genix-sur-Guiers	2278	3
73240	Champagneux	632	3
73250	Saint-Pierre-d'Albigny	3756	3
73250	Saint-Jean-de-la-Porte	857	3
73250	Fréterive	510	3
73260	Aigueblanche	3106	3
73260	La Léchère	1899	3
73260	Feissons-sur-Isère	590	3
73270	Villard-sur-Doron	657	3
73290	La Motte-Servolex	11317	2
73300	Saint-Jean-de-Maurienne	8148	3
73300	Villargondran	963	3
73300	Hermillon	538	3
73310	Chindrieux	1266	3
73310	Serrières-en-Chautagne	1153	3
73310	Ruffieux	797	3
73310	Chanaz	506	3
73320	Tignes	2365	3
73330	Domessin	1793	3
73330	Belmont-Tramonet	561	3
73340	Lescheraines	730	3
73350	Bozel	2023	3
73360	Les Échelles	1208	3
73370	Le Bourget-du-Lac	4446	3
73370	Bourdeau	572	3
73390	Chamoux-sur-Gelon	886	3
73390	Chamousset	572	3
73390	Villard-Léger	503	3
73400	Ugine	7075	3
73400	Marthod	1378	3
73410	Albens	3371	3
73410	La Biolle	2200	3
73410	Saint-Girod	581	3
73420	Drumettaz-Clarafond	2474	3
73420	Voglans	1695	3
73420	Méry	1462	3
73440	Saint-Martin-de-Belleville	2589	3
73440	Saint-Jean-de-Belleville	568	3
73450	Valloire	1249	3
73460	Grésy-sur-Isère	1254	3
73460	Sainte-Hélène-sur-Isère	1120	3
73460	Notre-Dame-des-Millières	939	3
73460	Verrens-Arvey	822	3
73460	Saint-Vital	665	3
73460	Montailleur	629	3
73460	Tournon	563	3
73470	Novalaise	1916	3
73480	Lanslebourg-Mont-Cenis	621	3
73490	La Ravoire	8008	3
73500	Modane	3351	3
73500	Aussois	658	3
73520	Saint-Béron	1571	3
73520	La Bridoire	1185	3
73540	La Bâthie	2118	3
73540	Esserts-Blay	752	3
73550	Les Allues	1880	3
73570	Brides-les-Bains	546	3
73590	Flumet	834	3
73590	Notre-Dame-de-Bellecombe	502	3
73600	Salins-les-Thermes	916	3
73610	Saint-Alban-de-Montbel	621	3
73610	Attignat-Oncin	548	3
73620	Hauteluce	804	3
73630	Le Châtelard	658	3
73640	Sainte-Foy-Tarentaise	809	3
73670	Entremont-le-Vieux	621	3
73700	Bourg-Saint-Maurice	7723	3
73700	Séez	2431	3
73700	Montvalezan	670	3
73710	Pralognan-la-Vanoise	750	3
73720	Queige	846	3
73730	Cevins	674	3
73730	Saint-Paul-sur-Isère	522	3
73790	Tours-en-Savoie	842	3
73800	Montmélian	4015	3
73800	Les Marches	2450	3
73800	Coise-Saint-Jean-Pied-Gauthier	1190	3
73800	Myans	1124	3
73800	Cruet	1036	3
73800	Francin	887	3
73800	Chignin	854	3
73800	Arbin	790	3
73800	Les Mollettes	756	3
73800	Sainte-Hélène-du-Lac	708	3
73800	Laissaud	628	3
73800	Planaise	506	3
74000	Annecy	51012	2
74100	Annemasse	32657	2
74100	Ville-la-Grand	8083	3
74100	Vétraz-Monthoux	7196	3
74100	Étrembières	1904	3
74110	Morzine	2895	3
74110	Montriond	827	3
74120	Megève	3516	3
74120	Praz-sur-Arly	1319	3
74130	Bonneville	12201	2
74130	Ayse	2019	3
74130	Contamine-sur-Arve	1599	3
74130	Mont-Saxonnex	1590	3
74130	Vougy	1487	3
74130	Entremont	611	3
74130	Faucigny	502	3
74140	Sciez	5367	3
74140	Douvaine	5069	3
74140	Veigy-Foncenex	3633	3
74140	Saint-Cergues	3232	3
74140	Messery	2119	3
74140	Chens-sur-Léman	1971	3
74140	Massongy	1498	3
74140	Loisin	1419	3
74140	Ballaison	1359	3
74140	Machilly	966	3
74140	Yvoire	879	3
74150	Rumilly	13667	2
74150	Marcellaz-Albanais	1797	3
74150	Sales	1680	3
74150	Moye	1034	3
74150	Thusy	927	3
74150	Vaulx	851	3
74150	Hauteville-sur-Fier	836	3
74150	Étercy	701	3
74150	Marigny-Saint-Marcel	657	3
74150	Bloye	553	3
74150	Lornay	514	3
74150	Boussy	503	3
74160	Saint-Julien-en-Genevois	11954	2
74160	Archamps	2276	3
74160	Neydens	1528	3
74160	Feigères	1527	3
74160	Bossey	765	3
74170	Les Contamines-Montjoie	1192	3
74190	Saint-Gervais-les-Bains	5646	3
74200	Thonon-les-Bains	33928	2
74200	Allinges	4092	3
74200	Margencel	1883	3
74200	Marin	1627	3
74200	Lyaud	1519	3
74200	Armoy	1216	3
74210	Faverges	6964	3
74210	Doussard	3561	3
74210	Lathuile	973	3
74210	Marlens	866	3
74210	Seythenex	604	3
74210	Giez	554	3
74220	La Clusaz	1845	3
74230	Thônes	5968	3
74230	Dingy-Saint-Clair	1351	3
74230	Manigod	1023	3
74230	Les Villards-sur-Thônes	1019	3
74230	Serraval	622	3
74230	Les Clefs	588	3
74240	Gaillard	11290	2
74250	Viuz-en-Sallaz	3920	3
74250	Fillinges	3216	3
74250	Peillonnex	1433	3
74250	Bogève	1064	3
74250	Saint-Jean-de-Tholome	884	3
74250	Marcellaz	819	3
74250	Ville-en-Sallaz	727	3
74260	Les Gets	1257	3
74270	Frangy	1916	3
74270	Minzier	890	3
74270	Desingy	797	3
74270	Marlioz	715	3
74270	Menthonnex-sous-Clermont	640	3
74270	Contamine-Sarzin	580	3
74270	Sallenôves	575	3
74290	Veyrier-du-Lac	2272	3
74290	Menthon-Saint-Bernard	1883	3
74290	Talloires	1708	3
74290	Alex	993	3
74300	Cluses	17416	2
74300	Thyez	5717	3
74300	Magland	3174	3
74300	Châtillon-sur-Cluses	1211	3
74310	Les Houches	2985	3
74310	Servoz	930	3
74320	Sévrier	4005	3
74330	Poisy	6851	3
74330	La Balme-de-Sillingy	5029	3
74330	Sillingy	4588	3
74330	Choisy	1555	3
74330	Lovagny	1186	3
74330	Mésigny	691	3
74330	Nonglard	502	3
74340	Samoëns	2299	3
74350	Cruseilles	3978	3
74350	Allonzier-la-Caille	1723	3
74350	Cuvat	1018	3
74350	Menthonnex-en-Bornes	969	3
74350	Cernex	919	3
74350	Copponex	901	3
74350	Villy-le-Pelloux	877	3
74350	Cercier	586	3
74350	Villy-le-Bouveret	584	3
74360	Abondance	1348	3
74360	La Chapelle-d'Abondance	849	3
74360	Vacheresse	778	3
74370	Villaz	2906	3
74370	Metz-Tessy	2834	3
74370	Saint-Martin-Bellevue	2466	3
74370	Charvonnex	1175	3
74370	Nâves-Parmelan	937	3
74370	Les Ollières	840	3
74380	Cranves-Sales	5660	3
74380	Lucinges	1574	3
74380	Nangy	1540	3
74380	Arthaz-Pont-Notre-Dame	1287	3
74390	Châtel	1183	3
74400	Chamonix-Mont-Blanc	8927	3
74410	Saint-Jorioz	5738	3
74410	Duingt	877	3
74420	Boëge	1731	3
74420	Habère-Poche	1260	3
74420	Habère-Lullin	845	3
74420	Burdignin	645	3
74420	Saint-André-de-Boëge	601	3
74430	Saint-Jean-d'Aulps	1210	3
74440	Taninges	3381	3
74440	Mieussy	2124	3
74440	Verchaix	668	3
74440	Morillon	594	3
74450	Le Grand-Bornand	2185	3
74450	Saint-Jean-de-Sixt	1422	3
74460	Marnaz	5129	3
74470	Lullin	849	3
74480	Passy	11506	2
74490	Saint-Jeoire	3211	3
74490	Onnion	1220	3
74490	Mégevette	538	3
74500	Évian-les-Bains	8408	3
74500	Publier	6288	3
74500	Neuvecelle	2657	3
74500	Lugrin	2303	3
74500	Saint-Paul-en-Chablais	2202	3
74500	Féternes	1355	3
74500	Maxilly-sur-Léman	1334	3
74500	Larringes	1252	3
74500	Bernex	1245	3
74500	Champanges	863	3
74500	Saint-Gingolph	763	3
74500	Vinzier	727	3
74500	Chevenoz	561	3
74520	Valleiry	3394	3
74520	Vulbens	997	3
74520	Jonzier-Épagny	718	3
74520	Chênex	677	3
74520	Dingy-en-Vuache	644	3
74540	Cusy	1783	3
74540	Gruffy	1455	3
74540	Viuz-la-Chiésaz	1257	3
74540	Héry-sur-Alby	914	3
74540	Mûres	682	3
74540	Chainaz-les-Frasses	612	3
74550	Perrignier	1637	3
74550	Cervens	1119	3
74550	Orcier	822	3
74550	Draillant	739	3
74560	Monnetier-Mornex	2304	3
74560	La Muraz	1045	3
74570	Thorens-Glières	3163	3
74570	Groisy	3147	3
74570	Évires	1327	3
74570	Aviernoz	779	3
74600	Seynod	18646	2
74600	Quintal	1202	3
74600	Montagny-les-Lanches	622	3
74650	Chavanod	2290	3
74700	Sallanches	15683	2
74700	Domancy	1859	3
74800	La Roche-sur-Foron	10510	2
74800	Amancy	2149	3
74800	Arenthon	1530	3
74800	Cornier	1195	3
74800	Saint-Sixt	893	3
